factory_no,machine_no,part_no,serial_no,timestamp,status
5,1,a42CLDR,a42CLDR0156661586497143,1586497143.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586533107,1586533107.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586508439,1586508440.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586557873,1586557873.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586536573,1586536574.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586517562,1586517562.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586552129,1586552130.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586503237,1586503237.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586530812,1586530812.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586545271,1586545271.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586555568,1586555568.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586512261,1586512262.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586520442,1586520442.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586522542,1586522542.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586527877,1586527878.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586522990,1586522991.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586588565,1586588565.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586625090,1586625091.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586662826,1586662827.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586640391,1586640392.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586592698,1586592699.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586610057,1586610057.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586622454,1586622455.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586645584,1586645585.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586657232,1586657232.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586659684,1586659685.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586664827,1586664828.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586624110,1586624111.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586635964,1586635965.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586615458,1586615459.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586622868,1586622868.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586581385,1586581385.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586620287,1586620287.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586618597,1586618597.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586625402,1586625403.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586686440,1586686440.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586752338,1586752339.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586693087,1586693087.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586694864,1586694865.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586715133,1586715134.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586709334,1586709334.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586670213,1586670213.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586670771,1586670772.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586750466,1586750466.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586698619,1586698619.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586724963,1586724963.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586712745,1586712745.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586694311,1586694311.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586726417,1586726417.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586704168,1586704169.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586683020,1586683020.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586752826,1586752827.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586726585,1586726586.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586717610,1586717610.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586776587,1586776588.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586757320,1586757321.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586832882,1586832883.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586776330,1586776331.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586836425,1586836426.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586756604,1586756604.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586790903,1586790903.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586795477,1586795478.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586760545,1586760545.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586840001,1586840001.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586819476,1586819476.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586780310,1586780310.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586775683,1586775683.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586821176,1586821176.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586792552,1586792552.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586820171,1586820171.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586788324,1586788325.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586762292,1586762292.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586786001,1586786001.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586851979,1586851979.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586867003,1586867003.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586905731,1586905731.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586891972,1586891973.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586900440,1586900441.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586920784,1586920784.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586892886,1586892886.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586848884,1586848884.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586840720,1586840720.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586884390,1586884390.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586890730,1586890730.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586897565,1586897566.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586868554,1586868555.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586879075,1586879075.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586915192,1586915193.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586901241,1586901242.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586871498,1586871499.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586859655,1586859656.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586841730,1586841731.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586993641,1586993642.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586934515,1586934515.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587006276,1587006276.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586977594,1586977594.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586992638,1586992639.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587004247,1587004247.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586998994,1586998994.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586999069,1586999070.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586964107,1586964107.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586954609,1586954609.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586939180,1586939181.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586999095,1586999096.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587002206,1587002207.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587013150,1587013150.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587012947,1587012948.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587011904,1587011905.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586977310,1586977311.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586966868,1586966868.00,beta_engine
5,1,a42CLDR,a42CLDR0156661586965075,1586965076.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587022091,1587022092.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587015048,1587015049.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587017442,1587017442.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587045803,1587045804.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587092049,1587092049.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587076352,1587076353.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587093960,1587093961.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587014087,1587014088.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587058888,1587058889.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587057943,1587057943.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587076180,1587076180.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587038043,1587038044.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587047355,1587047355.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587053997,1587053997.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587067949,1587067949.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587041797,1587041797.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587051923,1587051923.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587087898,1587087898.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587045445,1587045445.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587149372,1587149372.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587145919,1587145920.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587171314,1587171315.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587112219,1587112219.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587131654,1587131654.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587170424,1587170425.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587107525,1587107526.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587134550,1587134550.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587176413,1587176414.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587171250,1587171250.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587134144,1587134144.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587154539,1587154540.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587184009,1587184010.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587130102,1587130103.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587182617,1587182617.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587132563,1587132563.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587106901,1587106901.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587169855,1587169856.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587126081,1587126082.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587256004,1587256005.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587235371,1587235371.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587223510,1587223511.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587259931,1587259932.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587189986,1587189986.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587224861,1587224862.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587199243,1587199243.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587245989,1587245989.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587231201,1587231201.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587189588,1587189589.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587234313,1587234313.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587237526,1587237527.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587202778,1587202779.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587213435,1587213435.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587224126,1587224126.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587243850,1587243851.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587226838,1587226838.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587245093,1587245093.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587206709,1587206710.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587325712,1587325713.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587356721,1587356721.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587301217,1587301218.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587341568,1587341569.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587322927,1587322928.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587299901,1587299902.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587324689,1587324689.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587289531,1587289532.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587342715,1587342716.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587287568,1587287568.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587314281,1587314281.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587273347,1587273347.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587357430,1587357431.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587318690,1587318690.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587352692,1587352693.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587308754,1587308754.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587311749,1587311749.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587316799,1587316799.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587291505,1587291505.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587386895,1587386895.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587360721,1587360722.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587404362,1587404362.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587381163,1587381163.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587428423,1587428424.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587432166,1587432166.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587386609,1587386609.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587424095,1587424096.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587436885,1587436885.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587438831,1587438831.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587363317,1587363318.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587417099,1587417100.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587426990,1587426990.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587372492,1587372493.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587444116,1587444116.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587359772,1587359772.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587395722,1587395722.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587417971,1587417972.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587404640,1587404640.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587506484,1587506485.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587488004,1587488005.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587474707,1587474707.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587516362,1587516362.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587522773,1587522773.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587502091,1587502091.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587470590,1587470591.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587511067,1587511068.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587475790,1587475790.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587445326,1587445326.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587509088,1587509089.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587452167,1587452168.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587502916,1587502916.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587490583,1587490583.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587524760,1587524760.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587450723,1587450723.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587468342,1587468343.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587474761,1587474761.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587477546,1587477547.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587585364,1587585364.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587588714,1587588714.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587565213,1587565214.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587544000,1587544000.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587617324,1587617324.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587543836,1587543837.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587567207,1587567207.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587563453,1587563454.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587562604,1587562605.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587544292,1587544293.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587600048,1587600049.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587616291,1587616292.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587596637,1587596637.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587579941,1587579942.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587553454,1587553455.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587532883,1587532884.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587573364,1587573365.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587590016,1587590016.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587558122,1587558122.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587641447,1587641447.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587696598,1587696598.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587626480,1587626481.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587696184,1587696185.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587636922,1587636923.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587693534,1587693535.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587664404,1587664405.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587697381,1587697382.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587671685,1587671686.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587641731,1587641731.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587621755,1587621756.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587646674,1587646675.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587631551,1587631552.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587658973,1587658973.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587681750,1587681750.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587651527,1587651527.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587620159,1587620159.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587689620,1587689620.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587621829,1587621830.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587729395,1587729395.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587754426,1587754426.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587735733,1587735734.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587710627,1587710628.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587765497,1587765498.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587727113,1587727113.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587712975,1587712976.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587787040,1587787040.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587722271,1587722272.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587720597,1587720597.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587777771,1587777772.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587735500,1587735500.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587789720,1587789720.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587706335,1587706335.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587774624,1587774625.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587760833,1587760834.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587731786,1587731786.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587715102,1587715102.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587751609,1587751609.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587856543,1587856543.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587835641,1587835642.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587850924,1587850925.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587863485,1587863485.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587828755,1587828756.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587873804,1587873804.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587798607,1587798608.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587804355,1587804355.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587817324,1587817324.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587806893,1587806893.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587802502,1587802503.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587859862,1587859863.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587794550,1587794551.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587848500,1587848501.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587851679,1587851680.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587844770,1587844770.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587862371,1587862372.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587828756,1587828756.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587867744,1587867745.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587940126,1587940126.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587894731,1587894731.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587958843,1587958844.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587886443,1587886444.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587882072,1587882072.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587899419,1587899419.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587907601,1587907601.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587921711,1587921711.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587935711,1587935711.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587933200,1587933201.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587942392,1587942392.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587894184,1587894185.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587931229,1587931229.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587895892,1587895892.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587896350,1587896351.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587886568,1587886568.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587943233,1587943233.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587947874,1587947874.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587882993,1587882994.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588005968,1588005968.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588033054,1588033055.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588038007,1588038008.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588023047,1588023047.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588046565,1588046566.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587974503,1587974503.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588034751,1588034751.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588039535,1588039535.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587976305,1587976305.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588049419,1588049419.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588005065,1588005066.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588041203,1588041203.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588031069,1588031070.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588031173,1588031173.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588014151,1588014151.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588023667,1588023667.00,beta_engine
5,1,a42CLDR,a42CLDR0156661587990811,1587990811.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588018588,1588018588.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588026114,1588026114.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588081987,1588081987.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588108248,1588108249.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588050735,1588050735.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588056352,1588056353.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588072294,1588072295.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588125879,1588125879.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588054188,1588054189.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588106307,1588106308.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588052211,1588052211.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588091126,1588091127.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588127744,1588127744.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588078716,1588078717.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588080025,1588080026.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588120786,1588120787.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588126349,1588126349.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588104403,1588104404.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588070171,1588070171.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588051289,1588051290.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588119739,1588119739.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588205319,1588205320.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588218060,1588218060.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588147495,1588147496.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588205755,1588205755.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588156274,1588156274.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588209289,1588209290.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588137929,1588137930.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588194416,1588194416.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588147918,1588147919.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588201286,1588201287.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588137020,1588137020.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588212447,1588212448.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588142650,1588142650.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588176703,1588176704.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588143840,1588143841.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588137678,1588137678.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588145139,1588145139.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588214951,1588214951.00,beta_engine
5,1,a42CLDR,a42CLDR0156661588176830,1588176830.00,beta_engine
