customer_id,model,saleprice,sale_date,VIN
2821,Model D,86363.63,11/30/2020,YFJX6TTNXFXW
2822,Model C,69872.10,6/13/2020,2FQABLQTEM2K
2824,Model D,75621.64,2/5/2020,8RTHDIGTL8FK
2825,Model D,92247.72,2/12/2020,CUWPNH7462Z7
2827,Model D,76943.86,1/27/2020,BYKGMSG538UG
2828,Model C,77964.52,5/21/2020,KP22SDI8CQE8
2830,Model R,110700.78,4/15/2020,D230RL2N8KOF
2831,Model C,67902.75,6/22/2020,PYNXXYT8TL1D
2833,Model R,94547.95,8/23/2020,NGQJFH96ED1A
2834,Model C,75441.34,4/4/2020,SC41BCBNC1VE
2836,Model D,80144.41,10/25/2020,28Z6VSK0NX0Q
2837,Model D,78140.97,3/17/2020,087OKX8IITFG
2839,Model C,78816.50,6/30/2020,6UVGGHAMAQ5J
2840,Model C,65535.88,8/27/2020,W4TTDT5SAXAL
2842,Model D,93517.07,2/14/2020,01HNVS3XPANB
2843,Model D,94992.44,7/14/2020,P1QMZDHQN3FT
2845,Model R,94288.31,4/21/2020,2DW95F67R3L4
2846,Model D,94225.52,1/10/2020,FXQMQUIUN2PA
2848,Model R,113290.95,11/29/2020,98AMFU81LK3G
2849,Model C,75551.06,12/6/2020,GEZ8ZE7BJ732
2851,Model C,66797.19,1/19/2020,YB96G2PMDZNY
2852,Model R,92318.72,11/17/2020,Q3OKLRJSH4W3
2854,Model C,73919.83,1/20/2020,JO70IYMU29FH
2855,Model C,71830.34,6/4/2020,KWB46ET12JV0
2857,Model R,101319.77,12/19/2020,BN8N24XICD4R
2858,Model D,81603.79,3/4/2020,BBOMG9H81UIN
2860,Model D,75444.43,6/13/2020,8460ENIEDL2Q
2861,Model C,75572.94,9/8/2020,7ZGGTLMK44G0
2863,Model R,107967.43,6/5/2020,6QXLOQOCP06B
2864,Model R,93168.60,3/21/2020,RTIAIHQYZ2Z7
2866,Model D,84802.31,10/31/2020,OLT45FXNDIDU
2867,Model R,94595.04,10/22/2020,CCSBISKK1HMY
2869,Model D,76009.11,11/9/2020,M8K2HXEHTOBB
2870,Model C,71926.83,6/9/2020,JODTCLGOLC9O
2872,Model D,92798.47,8/13/2020,EANK0OOWG9Z5
2873,Model D,96076.28,6/13/2020,BOSIM7V5U17M
2875,Model C,82445.58,11/13/2020,NVO5JFQQPJFX
2876,Model D,86380.52,5/27/2020,V5OY6LMMB49A
2878,Model C,71953.00,6/17/2020,R3GSTY2YBCLK
2879,Model R,113308.49,4/18/2020,0SLTAXNPUHG8
2881,Model D,80194.62,11/22/2020,3N874SK4762A
2882,Model C,74562.71,11/7/2020,T5OMGIOSU2BP
2884,Model C,68671.90,8/15/2020,5SU3KWJ0T71X
2885,Model C,65315.74,1/10/2020,TSOXZ8U167O0
2887,Model D,91429.03,9/30/2020,KONPOWGE7B3U
2888,Model C,72899.34,3/7/2020,SW04P15SFWF2
2890,Model C,83724.07,5/20/2020,0VI9EF6ZWSI4
2891,Model C,72613.34,1/31/2020,0WZHVAN20TSO
2893,Model R,95020.30,11/1/2020,Z820F2356WNS
2894,Model R,101448.95,6/19/2020,96C7YXA248O9
2896,Model C,67559.58,3/17/2020,Q9V2KCRJ39L3
2897,Model D,89496.81,3/25/2020,89MPYS11FOYM
2899,Model R,95790.25,6/24/2020,04IVE78SMOMX
2900,Model R,113688.07,5/19/2020,MSZCAPBTFOV1
2902,Model R,109295.41,3/17/2020,2AKFP97X990G
2903,Model D,94427.55,3/21/2020,XA28WH4DQ6BL
2905,Model D,91952.08,7/11/2020,H92DRTMJH3UM
2906,Model C,66599.72,10/12/2020,OT37E24JK93J
2908,Model R,97451.99,7/4/2020,WNZBX522M0S9
2909,Model D,88857.41,8/8/2020,XYPTTQJR4JGK
2911,Model D,89142.94,12/4/2020,MJ7NU6ELI0EB
2912,Model R,107512.26,9/30/2020,JOJ29L3JC9X7
2914,Model R,113166.16,4/18/2020,ZT0FG3HFSJ0M
2915,Model D,76090.75,9/11/2020,H9WOZDZ60QFX
2917,Model D,87689.28,2/22/2020,19P6R8ZK965P
2918,Model C,76109.02,11/7/2020,MUVVAUDGEA3Z
2920,Model R,104456.73,4/27/2020,EE30THNZMCED
2921,Model C,76832.18,3/4/2020,WLSVGUPLI9QG
2923,Model R,97231.94,5/24/2020,8UI94ZVM9PLI
2924,Model R,112344.33,6/23/2020,6C6V1WL8Q8FE
2926,Model D,89068.34,2/29/2020,9K3NER71QXWP
2927,Model D,78255.67,11/12/2020,GYEOLSODFTOW
2929,Model C,69591.89,12/23/2020,2HVP9SQ0MI70
2930,Model C,83319.81,4/28/2020,8O6DQDRL388Z
2932,Model D,81179.06,7/6/2020,K1GL6XZPIE9T
2933,Model C,71889.30,6/16/2020,DG239R7U2K84
2935,Model C,81383.37,12/21/2020,106FI2D7ZTZN
2936,Model D,80711.20,10/20/2020,WY6BCLGYLJRK
2938,Model R,107918.39,8/2/2020,QVZTOVCWFF3S
2939,Model R,118182.70,2/13/2020,AY0C9T38NXQ1
2941,Model D,91713.46,2/9/2020,DJGG9LM0GO6Z
2942,Model C,78897.85,12/19/2020,9617DW56NMGR
2944,Model R,115923.44,2/4/2020,V80HWZZLL2B9
2945,Model D,87238.54,2/20/2020,S45N29A6P3WX
2947,Model D,92248.04,7/14/2020,7L5IIIB8FFGH
2948,Model R,99460.80,7/18/2020,BAOY0HSI0WW9
2950,Model R,97658.98,11/25/2020,WCENUTYGKZHV
2951,Model R,118586.42,5/19/2020,W36N6J9WDD09
2953,Model R,107982.46,4/22/2020,8F0Q8DVAOS0Y
2954,Model C,65848.06,1/16/2020,V19QTO79CDW3
2956,Model R,108760.83,2/24/2020,ZOC4P08BHGR4
2957,Model D,81868.25,11/14/2020,F1BWKIJWE16D
2959,Model R,103900.51,12/20/2020,AKSTE3WJMK3Y
2960,Model R,92902.17,4/6/2020,HYX6MR5Q4PJ8
2962,Model C,67195.43,2/6/2020,W454RZS9CCHW
2963,Model D,95219.18,3/20/2020,KZBXV4C0K19S
2965,Model R,116493.83,1/5/2020,5VVKS42RLC5K
2966,Model C,68476.40,12/17/2020,VDP89EFMS8NF
2968,Model C,79935.86,9/3/2020,90ARTZYYIVDN
2969,Model R,107905.88,3/4/2020,C0ZDVYQ9NO13
2971,Model C,71815.26,12/8/2020,V480KB384U2G
2972,Model C,68024.51,3/19/2020,62O8FM1JRSDL
2974,Model R,117333.90,12/3/2020,1Z3PIQGO34XX
2975,Model C,71531.33,4/21/2020,ZMJM6HJ8H2ZL
2977,Model D,86498.29,5/5/2020,DPA4RKAGO58F
2978,Model D,82155.24,11/22/2020,C6SPU835KMYT
2980,Model C,68441.41,5/17/2020,R38BX1KKS0NU
2981,Model D,75071.66,3/4/2020,FIU9SWVQU1FR
2983,Model D,78804.20,9/21/2020,YENQB98F6BZH
2984,Model R,114777.50,1/9/2020,1DIF0EIM82OX
2986,Model C,83360.60,11/5/2020,7MD6IONNUFDG
2987,Model R,115948.29,12/12/2020,ZCW2M0JK1ZZZ
2989,Model C,75228.08,4/3/2020,EP4S9XDMOFQR
2990,Model R,96941.29,9/11/2020,RQ3OCDDGP6HY
2992,Model D,81177.58,7/15/2020,Y0OVWZUIB1WN
2993,Model C,83093.34,2/10/2020,6J3WV17WXL0Z
2995,Model R,113715.66,5/1/2020,HS143Q1LGHON
2996,Model C,83539.82,9/5/2020,OA9L1BZYPT3R
2998,Model C,74632.51,7/13/2020,RWW72J70B5MQ
2999,Model C,71433.33,2/9/2020,W00GVZ3FWDKB
3001,Model R,92945.46,11/29/2020,3FZWBTBTKY56
3002,Model C,82689.95,6/21/2020,D4P03YG70B1Y
3004,Model C,69318.76,8/30/2020,S7L2Z21LQ3YC
3005,Model D,80808.91,6/3/2020,CZ20DOG67RC7
3007,Model R,111541.07,3/8/2020,H77AEYSBWSJR
3008,Model D,95300.82,1/16/2020,XJPK1TTDLA46
3010,Model R,98661.57,12/14/2020,17P7UV3LUNCS
3011,Model D,80971.23,8/29/2020,TLPHWLDYNLCC
3013,Model D,83720.68,2/21/2020,TN22ZBABSLVG
3014,Model D,80911.19,7/6/2020,XYIVSIJA7J7P
3016,Model D,85501.91,8/30/2020,MT1KJ9G7XVKO
3017,Model R,104694.05,8/9/2020,D0UZHNFNBAVM
3019,Model D,93894.95,1/7/2020,PR9BMDSLIIZB
3020,Model D,87068.85,4/6/2020,OV6FIDUEQJ9N
3022,Model R,110040.46,11/20/2020,8GQPJ2KAVXGJ
3023,Model C,66278.74,2/24/2020,HAOITCLD0IO8
3025,Model C,69574.97,12/9/2020,KBTJVRMLFNIJ
3026,Model R,100461.54,3/26/2020,FRRGANMNWBD8
3028,Model C,71290.43,2/20/2020,5WR0YHHOC5B6
3029,Model C,70112.05,10/23/2020,F95CIARU9Z7S
3031,Model R,105920.13,1/23/2020,EVI7IEBIZZFL
3032,Model D,78530.80,2/1/2020,5A9540CZEGG2
3034,Model R,105826.01,7/19/2020,E5LL5NKMCQS6
3035,Model R,103552.76,7/5/2020,F6545OZPM2BZ
3037,Model C,66380.06,8/20/2020,3DEPK74W2WA2
3038,Model D,83873.76,9/13/2020,I6RKSP8UYK62
3040,Model C,75508.67,1/28/2020,ZORQC9MUKG54
3041,Model R,98250.81,9/16/2020,5253Z804UACC
3043,Model D,81885.32,9/6/2020,HKSW2IW9Y45H
3044,Model D,87040.68,11/6/2020,0U0AJGO1WALO
3046,Model D,78885.91,6/26/2020,UAA94QMP19VM
3047,Model D,84420.60,10/28/2020,078P6J8EKTWW
3049,Model C,75307.09,8/14/2020,AIRKZZZA2SRP
3050,Model D,75516.04,9/8/2020,SN3GGHB8FTRK
3052,Model D,88475.95,2/4/2020,2G9AN84A072F
3053,Model C,80441.84,10/7/2020,27V26TRWY8GL
3055,Model D,91486.76,3/27/2020,SUF4F05SCYIP
3056,Model C,83428.41,5/6/2020,6HF8PE07C0CZ
3058,Model D,92392.82,3/25/2020,KAXRV6TGWH78
3059,Model R,97770.79,6/24/2020,0VK0GQCL6XMC
3061,Model R,97681.87,6/9/2020,6BDI1LUEP5YN
3062,Model R,92516.75,5/27/2020,N33AEJLODHJZ
3064,Model D,81603.19,5/9/2020,H4FM2D4C40UX
3065,Model R,92913.06,1/12/2020,CZBDRYN2IXUQ
3067,Model R,110737.20,3/1/2020,7ZV2VL48M7GG
3068,Model R,119049.67,3/3/2020,197Q05ML0HJS
3070,Model C,83813.26,1/25/2020,Z45871JZSWQ7
3071,Model C,76209.91,6/8/2020,00NH0W6QGG3Y
3073,Model R,118927.42,2/28/2020,HI3IOHZVT6TP
3074,Model D,77901.97,12/5/2020,CF55CW5M1ROD
3076,Model C,74281.45,3/22/2020,CIAKNEIVEIX1
3077,Model R,101345.33,2/4/2020,TXEE2AQYSP4R
3079,Model C,81178.21,4/20/2020,MDGT6O1VL8Y5
3080,Model D,87340.48,6/16/2020,HTEKCKZBOZID
3082,Model C,73935.37,3/12/2020,7SSPTTHIZJ2M
3083,Model D,86516.44,8/27/2020,55ANNQ3G3T6E
3085,Model R,95918.50,8/21/2020,HXBE6BRIH3GD
3086,Model R,111425.98,3/2/2020,G7OSYAUO51J5
3088,Model D,92517.10,11/9/2020,QCHYW08UYTP0
3089,Model D,90579.19,7/3/2020,WXFN8VYIBWBL
3091,Model D,89374.56,7/16/2020,3GRKOUBVIM9H
3092,Model R,117510.14,12/3/2020,PCLF3YYI1UAN
3094,Model C,67301.22,9/26/2020,XR3O7EIMCI0B
3095,Model R,117938.90,10/24/2020,HLP8CZ1STAWZ
3097,Model D,89627.51,12/10/2020,JVOKPF8PT3BN
3098,Model R,101550.66,5/25/2020,E04AN1STPS7R
3100,Model C,83184.19,7/3/2020,MX0SBC03YE23
3101,Model D,84443.02,11/4/2020,ELJ8XVPDYW60
3103,Model R,94748.35,11/17/2020,VW306ICGJ4SC
3104,Model R,97897.68,7/14/2020,WXLGSUN3442N
3106,Model D,82786.66,1/22/2020,WDZP2BXJRFUI
3107,Model D,81284.91,8/5/2020,E2S6UIVWLR4A
3109,Model R,106156.65,1/23/2020,UHD2BHWKXJUD
3110,Model D,85867.97,1/20/2020,16QJ47SEV30Y
3112,Model C,76047.99,9/13/2020,VZ04PWR6PC4L
3113,Model D,81886.65,11/11/2020,HJC0QWS1RXSF
3115,Model R,112467.98,7/1/2020,KF5HW8L4E3XC
3116,Model R,108215.41,6/17/2020,FA69NVADFBYQ
3118,Model R,99999.14,8/19/2020,CXGPRUVBY0BD
3119,Model R,115254.06,5/27/2020,1Y2DLY1LNUDW
3121,Model D,82758.37,2/5/2020,JXZ1JXOUZCFY
3122,Model D,75032.40,5/9/2020,DPCMQESEJMQR
3124,Model C,76169.67,5/1/2020,MWF83R4HEMP7
3125,Model R,95142.25,3/28/2020,UL6TKZMVN1XT
3127,Model C,80139.47,11/10/2020,NVLGC3RPU7QF
3128,Model C,70010.29,10/29/2020,UZRQSIZ8JFHU
3130,Model C,70145.98,3/11/2020,GP32HWJ7AR0N
3131,Model C,81079.70,10/17/2020,PIPWKS8S8FOC
3133,Model R,116766.90,1/14/2020,PVXA35F9NVCM
3134,Model D,87301.81,10/7/2020,KW20SFP7BJC0
3136,Model C,79399.96,3/2/2020,ZZQMK6EMC1NP
3137,Model C,73785.64,4/5/2020,J4TEW0R4ECRB
3139,Model C,71673.59,7/16/2020,MR5D7GOPOKPT
3140,Model R,106987.10,12/26/2020,1CHN3ZBPAXYP
3142,Model C,83744.73,4/11/2020,JARQHILEEXRF
3143,Model C,84596.63,2/24/2020,4OOVDPFH170U
3145,Model D,87499.72,9/22/2020,Z5A8159ZEP7K
3146,Model R,118206.74,9/21/2020,V7GTMRACCSB0
3148,Model D,76428.99,6/22/2020,3VKSDW30X6AA
3149,Model D,83317.09,5/23/2020,I36OHWU9COFA
3151,Model R,114105.03,12/4/2020,BH1P4C1VOYC5
3152,Model R,116968.57,5/10/2020,OVJ22O24GIJB
3154,Model R,98029.29,3/31/2020,Q8J70SNVQHPB
3155,Model D,86607.83,11/10/2020,C898C18FZ0XT
3157,Model D,95389.87,11/22/2020,5KXC4Q17LDMV
3158,Model R,103897.61,5/7/2020,D8PQBU5BMOCP
3160,Model C,78572.84,1/10/2020,CNT6R0YK1HOA
3161,Model D,85074.53,11/17/2020,NJWAK29Z684K
3163,Model C,79372.75,3/16/2020,A2DQ9U8LL9QA
3164,Model C,73394.67,10/21/2020,BDR99ZUGDT7H
3166,Model C,81461.15,8/7/2020,Q4E2DKQHSUNR
3167,Model C,80746.84,9/1/2020,36G7MW0LRRAQ
3169,Model R,115815.67,12/10/2020,ZZ2WZY09W2AV
3170,Model D,81353.51,11/10/2020,EQPEHNJ6E8TO
3172,Model R,113252.80,9/3/2020,3YC87I9IWJO5
3173,Model R,95638.05,7/13/2020,QUMD22KVA5X9
3175,Model D,89547.68,8/25/2020,SZ122MUHPK1X
3176,Model R,110344.95,7/20/2020,VERP4HCHVAPS
3178,Model C,66164.74,3/29/2020,FBBC6MPYQGTW
3179,Model C,65466.66,3/2/2020,ZLPJCLOG0JJ1
3181,Model D,80306.12,2/26/2020,J6S5COL0H725
3182,Model C,66339.64,4/14/2020,SQD28ISOMMBK
3184,Model R,107584.54,2/21/2020,L7VEI09TVL3B
3185,Model R,112785.42,7/7/2020,GRUDSO684V8Y
3187,Model D,83725.21,4/28/2020,ZEDJ0DG9EB8D
3188,Model D,88446.91,4/29/2020,PAXVGWCXAHV9
3190,Model C,67839.97,2/18/2020,WGEBT57P92G4
3191,Model R,101875.41,1/16/2020,7ZV5DUVZL9OJ
3193,Model R,112451.99,7/19/2020,LYA6PUBY3I4Q
3194,Model R,118853.33,9/28/2020,ZLM9WC4Z23K9
3196,Model C,72770.75,2/28/2020,N104PG8LZD7T
3197,Model D,83835.91,3/29/2020,1LGBJRCBV4YO
3199,Model R,112578.42,2/6/2020,BFVO5DU1XUCA
3200,Model R,96110.28,5/14/2020,NJX7FV1P0PCL
3202,Model R,99098.48,7/10/2020,IA5E3GA9386D
3203,Model D,75539.26,9/10/2020,YGW6K03A6HV8
3205,Model D,89863.91,5/14/2020,ZQK7A1SK96F2
3206,Model D,93193.96,5/13/2020,LYTHOZPFIGR8
3208,Model C,73344.74,7/10/2020,UQYTI1MDORZK
3209,Model D,76264.50,11/16/2020,1Y6NCKOOPELJ
3211,Model C,71249.76,8/5/2020,R7YOMO7WGBHF
3212,Model D,89991.33,12/17/2020,X95DG9XV26AW
3214,Model C,69668.61,4/28/2020,RPRG69OW44MH
3215,Model D,95788.05,1/10/2020,4PEQVEKC44OB
3217,Model C,84429.18,12/20/2020,14LH655XLNHU
3218,Model D,86185.37,6/19/2020,1C6MZ9VV6VFX
3220,Model C,70706.43,10/31/2020,E0YTW2VI0Q1H
3221,Model C,66694.54,12/13/2020,W60NDKCDMAVV
3223,Model D,78503.43,1/21/2020,SAY7KBSHQGGI
3224,Model D,90117.31,9/6/2020,635XYZSPVJN6
3226,Model C,82642.39,4/22/2020,BW2OO4HL0LDH
3227,Model C,65298.44,12/6/2020,SO479XG95GDK
3229,Model D,85994.22,12/9/2020,2C4V99FDY0FO
3230,Model C,72200.38,3/31/2020,ZMFLSZ1RGO0K
3232,Model D,78097.68,8/18/2020,C5SLVF1OU8JR
3233,Model C,76259.23,11/16/2020,3N48PKB3VJKK
3235,Model R,101287.47,4/27/2020,X81MLD1Q9AF1
3236,Model D,87356.02,2/27/2020,BF3GMZRIDPDL
3238,Model R,95725.80,2/18/2020,TECE6HA28JQR
3239,Model R,98256.04,4/9/2020,S3CXL8A2VXL2
3241,Model R,109324.18,8/12/2020,R16B63AY4D92
3242,Model R,98157.99,1/22/2020,OW1K858XCIMK
3244,Model R,96004.15,5/15/2020,Q5QCFHGNP0FG
3245,Model D,87257.80,12/3/2020,SFHKEO4O8WP5
3247,Model D,81418.32,7/11/2020,Y59LXZWWPS57
3248,Model C,83717.46,6/8/2020,F5KY2H6JUF3G
3250,Model C,77149.91,11/10/2020,Q3WXM3AQOI1B
3251,Model C,74765.19,6/11/2020,RUOMJPBR8GOI
3253,Model R,114992.97,6/13/2020,W6XMU516KRUT
3254,Model D,93087.77,7/29/2020,041HXQHV1HLL
3256,Model C,75383.76,3/24/2020,WGFLVBYVHDRE
3257,Model R,94390.96,9/12/2020,UHAHCCAMJGQG
3259,Model C,78687.66,1/29/2020,42GZYS6IY5FZ
3260,Model C,66279.29,8/27/2020,F82RMUQQ9FEN
3262,Model C,76019.11,6/1/2020,8JL26BYKF37K
3263,Model D,80577.16,5/21/2020,CR50Y4SWGN4O
3265,Model R,118426.86,3/9/2020,L8G2VKFU64VG
3266,Model D,77646.82,11/28/2020,6N6ALNNBI6JP
3268,Model C,69414.42,10/20/2020,A6NT2RZOALJ3
3269,Model C,76361.47,3/9/2020,21X5ML584K50
3271,Model D,91082.43,2/4/2020,78LRG6D6PEER
3272,Model D,78627.57,6/29/2020,CR80JOTSVA3X
3274,Model C,83199.31,5/17/2020,T6PNHMI8LPUI
3275,Model C,81775.03,8/25/2020,OWDRXWA0EGZ1
3277,Model C,73060.05,10/3/2020,JHCKIM9W8N4A
3278,Model C,71495.21,2/21/2020,9KTDORBO7XO4
3280,Model C,72857.73,8/13/2020,ZUV9V5WSWCWH
3281,Model C,70910.17,5/6/2020,XVZ39HCU6URX
3283,Model D,95173.53,10/5/2020,BK0WAV9EEZ65
3284,Model D,86669.33,11/13/2020,MOA6MCDLJXUV
3286,Model D,77667.25,3/29/2020,5UL581QV26HN
3287,Model R,93236.14,5/1/2020,Z5EJBR4QLBCZ
3289,Model C,83726.55,6/24/2020,WF7RHTFQD73X
3290,Model R,118406.67,2/2/2020,4SCM3QHGKR5W
3292,Model R,109128.13,1/22/2020,SSJKUHPTJNGS
3293,Model D,79908.29,2/15/2020,13PFRC7AXDIT
3295,Model R,92550.77,2/9/2020,F5EXMQ77W042
3296,Model R,94953.86,7/8/2020,O6TD1DOQ3Z8X
3298,Model D,93625.78,9/2/2020,UVAZ69PIOC2X
3299,Model C,65907.38,3/23/2020,KH2K3ALRMX8D
3301,Model D,82682.55,12/14/2020,49GC4MY2GFCC
3302,Model R,98678.39,12/15/2020,AHQ9O0WQQT79
3304,Model R,99511.91,5/8/2020,86CZE8TGIAH0
3305,Model C,73673.15,1/29/2020,XQA6KX5YWGBI
3307,Model C,72953.62,10/27/2020,5FPCMZREQZD3
3308,Model R,111371.17,6/21/2020,2X822YD7KXBH
3310,Model C,69761.36,1/9/2020,SPFV99VMBY45
3311,Model C,75567.46,8/30/2020,8HY3HQRZ0F09
3313,Model R,116581.09,5/27/2020,UER2GGVVURBO
3314,Model R,100022.31,8/6/2020,RIPUYO44DRYM
3316,Model D,80043.79,6/2/2020,V56ZWA9V4YNX
3317,Model D,79009.26,8/31/2020,XPGC9AES7LOP
3319,Model C,78250.23,10/25/2020,N5FZYJVM266X
3320,Model C,70545.22,8/15/2020,TKXRLQVLWM2M
3322,Model R,94511.07,10/31/2020,PG4WLD5RGK8P
3323,Model R,104202.63,10/13/2020,6MC6I7KHQTXF
3325,Model R,94023.85,7/19/2020,Y3I2MUB9FIYP
3326,Model C,78339.22,8/2/2020,VRGXEYT3B4GV
3328,Model R,105300.63,11/21/2020,IOQA4HUUV4XM
3329,Model C,71883.83,7/10/2020,2JSE11UAXKRU
3331,Model R,109689.22,1/27/2020,TEOWRCDPOJAA
3332,Model C,70473.64,6/29/2020,I0CSBA0KWCYL
3334,Model R,105006.58,10/31/2020,XZ33SOL1UL5Y
3335,Model D,79016.04,4/17/2020,KBUEOAYHC6P3
3337,Model R,93184.60,12/26/2020,TN79RM39IF9F
3338,Model C,71826.90,3/10/2020,XTN98H2PUHC3
3340,Model R,98350.93,2/2/2020,WZCSIL2A3ULW
3341,Model R,96867.93,2/6/2020,MZ5ULPA9JXFJ
3343,Model D,83130.87,10/31/2020,TLFLJCITGP0G
3344,Model C,76407.87,8/27/2020,554HC3YKJ46V
3346,Model D,93408.02,2/4/2020,VW2P4KSLU6DJ
3347,Model C,75688.90,2/12/2020,ILNNWEUNWELK
3349,Model D,82842.15,10/19/2020,99DWH7KQWH3L
3350,Model R,97389.26,1/31/2020,E812YPOPAAAV
3352,Model D,76394.54,9/11/2020,54DG0INFIEFQ
3353,Model C,80839.23,2/12/2020,MXJ3NFM24OR4
3355,Model C,76536.93,7/22/2020,MK3CC96TKQLA
3356,Model R,95105.69,1/16/2020,IQL1SUYKR1NM
3358,Model R,107566.40,12/24/2020,GEDP3FJIRJT4
3359,Model R,118180.22,3/22/2020,09F19NKUONA6
3361,Model R,99005.68,4/21/2020,J5GXKBHYW4UU
3362,Model C,80362.58,10/8/2020,1KSKCPTQQAWH
3364,Model D,92027.01,12/17/2020,VIZSWOMVQ72R
3365,Model C,78171.38,10/19/2020,CVG81R4M4IN6
3367,Model C,73309.34,12/30/2020,E8MUF2AV3G3F
3368,Model C,66737.90,10/3/2020,38E064FPJZ12
3370,Model C,80012.48,10/18/2020,BKM0CVJPOI5B
3371,Model C,79420.05,1/4/2020,08Q1K549HXA3
3373,Model C,79728.99,7/23/2020,Y7LY5DOXUNMO
3374,Model D,93880.00,6/13/2020,DTQXD2MOQHN4
3376,Model R,106876.42,11/4/2020,0VC1MDI1CXI9
3377,Model R,110927.53,7/24/2020,6FM8SCY5HNIP
3379,Model R,94962.32,7/29/2020,MUBI6H3GYA70
3380,Model C,65267.93,8/15/2020,1563L7SIPY1A
3382,Model D,82196.60,3/2/2020,PU4VHWW0U6LP
3383,Model C,79761.13,6/24/2020,9EVEHP640EDC
3385,Model D,90154.29,7/13/2020,1GC8X1YFU96Y
3386,Model D,89866.82,10/14/2020,3RODAP9EJ1T0
3388,Model D,93782.44,1/28/2020,U3SD2ZTM3XQ4
3389,Model R,113843.61,3/27/2020,FZ1GEIZ0E2BH
3391,Model C,84537.30,9/5/2020,TEJHTDHGL4I9
3392,Model D,75087.29,3/11/2020,72RL1IWLR2A2
3394,Model D,81973.29,8/31/2020,TQITGZZ3Y5N1
3395,Model D,78965.55,10/27/2020,23B0TFLNR8VM
3397,Model D,80598.70,12/19/2020,PMM7T80J53LE
3398,Model D,86605.12,4/5/2020,BY5O8LMJOCXN
3400,Model D,90555.57,7/11/2020,AV2CGAI4XW92
3401,Model D,90756.99,11/17/2020,JRJ4VNKQJ1Z8
3403,Model R,115301.69,1/29/2020,H9VPMS7F6QTN
3404,Model D,78257.10,6/28/2020,OH4R4JZ2AW92
3406,Model C,73905.58,8/24/2020,IA99B4IFO6DX
3407,Model C,70787.60,7/1/2020,4XQGDXU0GG80
3409,Model R,104746.37,2/28/2020,H8JFLDHHEFUG
3410,Model C,76716.23,4/6/2020,V4M82D410QLH
3412,Model R,114528.32,2/19/2020,Q8RPSKR6LKP3
3413,Model C,77613.92,7/12/2020,2Z4HC5UHUL6M
3415,Model R,115252.76,1/24/2020,0LL1W3KNCKN2
3416,Model C,75846.35,4/3/2020,O293IJAAA8BY
3418,Model D,89181.17,12/5/2020,S1753PN6CPY6
3419,Model D,84489.16,1/9/2020,G7QYIUML8IG0
3421,Model D,85533.07,2/5/2020,5EK2QF60QJM1
3422,Model D,76067.61,4/27/2020,AJA0LKG1GAYF
3424,Model D,78516.23,2/17/2020,0N68IF7QWPSR
3425,Model R,95106.92,12/12/2020,KR33A6VK90WG
3427,Model D,78190.64,1/16/2020,O7HDSZCDKMJC
3428,Model C,76613.12,10/4/2020,CJ8KBGF86JWO
3430,Model D,83353.15,5/23/2020,SZCBA6OGMHF8
3431,Model C,67175.84,3/5/2020,FNUTK2FGINIS
3433,Model D,93524.63,12/28/2020,OM9VQ5I8C9LJ
3434,Model D,88460.74,10/21/2020,OWJ7E2HOV0EP
3436,Model R,113339.49,7/7/2020,5F147OFRWW0M
3437,Model R,107768.60,1/4/2020,LF8R33W4YY8P
3439,Model C,81968.69,3/30/2020,8OO744WYIU10
3440,Model R,104767.17,5/1/2020,98ARQ2NYWFTU
3442,Model D,89299.19,5/2/2020,KQ3G34FX708E
3443,Model C,70067.58,10/26/2020,FPHU18HYL1HY
3445,Model R,111931.91,10/8/2020,EQGO022B9LIF
3446,Model R,100509.44,12/29/2020,34YZZ39NO1G0
3448,Model D,84403.87,8/10/2020,A8JQCFSPRELP
3449,Model D,88489.84,2/25/2020,U1QZWXQLSBTQ
3451,Model R,94929.87,10/27/2020,M3ERSJM395J6
3452,Model R,102768.38,11/3/2020,TIQJEZI1C2ZN
3454,Model D,83268.48,1/25/2020,5SLAERTTKKOR
3455,Model C,76670.23,5/10/2020,7J5WM8P60V1R
3457,Model R,109059.62,5/29/2020,TKKEFPCP9L09
3458,Model R,101762.53,1/3/2020,S1XUKEZ2HLML
3460,Model C,83444.74,12/13/2020,RHHBMDCQ7GIJ
3461,Model D,85806.26,11/28/2020,R3IBECSSSJX0
3463,Model R,110530.41,10/9/2020,E36J39QVYTIP
3464,Model C,71351.16,12/3/2020,SYUROE501H7V
3466,Model D,74949.74,6/24/2020,GB5BXGQUCLRT
3467,Model D,94249.24,12/16/2020,GKHHE15CZOK9
3469,Model R,114678.27,5/15/2020,4JE5ZGS93W8U
3470,Model C,65201.92,12/14/2020,6U656S2ZII1H
3472,Model R,112842.27,9/22/2020,RED6WUV8D3Z7
3473,Model C,81531.23,1/31/2020,JGIZRPF9JF39
3475,Model D,95711.59,4/8/2020,G46D7KWZ61GQ
3476,Model R,112782.41,12/7/2020,QYZTI3IDPOS6
3478,Model C,69321.73,7/25/2020,60TNQ4MUJVMS
3479,Model D,96350.63,12/29/2020,XJP7CAE2Q6VK
3481,Model C,72774.13,11/18/2020,2LSB5J985TF2
3482,Model C,65590.10,11/24/2020,FVBWAIBROIKQ
3484,Model R,98289.04,8/25/2020,K32XU5EJXC4T
3485,Model D,85024.00,12/13/2020,LTLZE7987ZBH
